InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV3372,2025-07-15,S43,P2534,Clothing,1,2393,20.0,1498.520625940715,New,Card
INV3373,2025-09-24,S35,P1479,Clothing,1,1903,0.0,1007.7666525489136,New,Cash
INV3374,2024-01-07,S02,P1856,Accessories,4,1581,0.0,1101.18511549458,,Card
INV3375,2025-07-16,S43,P5532,Clothing,4,2870,30.0,1576.2732911046903,New,Cash
INV3376,2025-01-14,S49,P3749,Clothing,2,791,0.0,541.0906530045108,,Digital
INV3377,2025-12-11,S12,P5076,Clothing,3,1204,30.0,620.3703019657149,Returning,Digital
INV3378,2025-07-26,S47,P2662,Clothing,4,2036,20.0,1455.1360813992198,New,Digital
INV3379,2025-04-14,S23,P8218,Clothing,1,2310,20.0,1618.0984616104615,Returning,Cash
INV3380,2024-11-15,S11,P2387,Accessories,3,2874,0.0,1592.3264712217674,Returning,Cash
INV3381,2024-04-24,S46,P6314,Accessories,3,2462,,1795.3280265619476,Returning,Card
INV3382,2024-09-26,S47,P4813,Clothing,2,1323,10.0,735.5872316575998,Returning,Digital
INV3383,2025-09-06,S36,P7397,Shoes,2,591,30.0,450.5519764120428,Returning,Card
INV3384,2025-11-04,S29,P6646,Accessories,1,1720,0.0,928.970907785946,New,Digital
INV3385,2024-09-02,S35,P2797,Accessories,4,2625,10.0,1881.2807050609358,New,Card
INV3386,2024-12-07,S10,P1589,Clothing,1,1347,20.0,816.3021762568538,New,Card
INV3387,2025-02-27,S49,P3607,Shoes,1,2226,0.0,1592.305797549974,New,Digital
INV3388,2024-12-07,S39,P5666,Shoes,1,1332,20.0,828.0591590403549,Returning,Card
INV3389,2024-12-12,S06,P7115,Clothing,4,2375,0.0,1824.1475174894558,Returning,Cash
INV3390,2025-07-17,S45,P7074,Accessories,4,2644,20.0,1715.7683470367479,Returning,Digital
INV3391,2025-02-19,S45,P2733,Clothing,3,2827,10.0,1992.962804879746,Returning,Digital
INV3392,2024-01-25,S24,P6228,Accessories,1,1022,10.0,623.4809399586675,,Cash
INV3393,2025-09-14,S08,P4971,Accessories,4,821,30.0,440.07004366596374,Returning,Card
INV3394,2025-10-25,S04,P3764,Shoes,1,1951,10.0,1541.9363178037377,New,Cash
INV3395,2025-05-27,S37,P4351,Accessories,1,2120,0.0,1652.9677037241313,,Cash
INV3396,2024-11-10,S44,P4627,Clothing,1,2037,0.0,1485.6171488804116,Returning,Cash
INV3397,2025-07-25,S24,P7366,Clothing,1,1195,0.0,902.4476588923342,Returning,Digital
INV3398,2024-06-10,S44,P5211,Clothing,2,2987,20.0,1568.3374140779965,Returning,Card
INV3399,2024-11-24,S19,P1098,Clothing,2,2126,10.0,1139.24401683534,New,Card
INV3400,2024-04-19,S32,P5851,Clothing,2,2239,20.0,1769.9954076419904,,Cash
INV3401,2024-12-28,S40,P4361,Clothing,1,1685,0.0,1096.349285378444,Returning,Digital
INV3402,2025-01-10,S17,P8660,Clothing,2,1858,,1128.9638885829559,New,Cash
INV3403,2025-05-20,S15,P7331,Shoes,2,2438,10.0,1507.2241095882637,New,Cash
INV3404,2025-05-25,S34,P5769,Accessories,3,1050,0.0,529.6938530748829,New,Digital
INV3405,2024-08-13,S21,P7221,Shoes,2,2332,20.0,1500.0238030865735,Returning,Cash
INV3406,2025-04-11,S06,P3819,Accessories,2,776,0.0,582.3873949649077,New,Card
INV3407,2025-09-01,S29,P2113,Shoes,2,2183,20.0,1320.190476500283,,Cash
INV3408,2025-05-15,S13,P6622,Clothing,4,1966,0.0,1047.3841002914382,,Card
INV3409,2024-09-23,S02,P1245,Shoes,2,950,10.0,695.6715347133767,,Cash
INV3410,2024-09-29,S15,P5240,Clothing,1,2826,0.0,1719.675083491358,Returning,Digital
INV3411,2024-03-13,S20,P7761,Clothing,3,1905,10.0,983.3301227037476,New,Cash
INV3412,2025-07-31,S10,P3018,Shoes,1,2245,10.0,1646.2485098527163,Returning,Digital
INV3413,2025-05-18,S32,P4631,Clothing,2,724,10.0,373.394782324818,Returning,Cash
INV3414,2024-10-24,S23,P4097,Shoes,2,1233,0.0,668.4251136412101,New,Digital
INV3415,2025-12-20,S23,P5623,Clothing,1,1523,0.0,1171.0797027508718,New,Digital
INV3416,2025-08-19,S06,P9562,Accessories,1,2912,10.0,1510.899771024942,New,Digital
INV3417,2024-05-30,S50,P5840,Clothing,4,603,10.0,326.6874119930748,New,Cash
INV3418,2025-11-28,S42,P2786,Accessories,2,2285,30.0,1240.0550159100478,Returning,Card
INV3419,2024-04-25,S35,P1189,Accessories,2,2999,0.0,2276.5764936694095,New,Digital
INV3420,2025-02-12,S43,P3157,Accessories,3,2926,20.0,1810.61671104702,Returning,Card
INV3421,2025-12-02,S01,P8130,Shoes,1,2024,0.0,1161.5551733686414,New,Cash
INV3422,2024-11-29,S41,P5519,Clothing,2,2863,0.0,1563.6698204398704,,Card
INV3423,2025-05-28,S50,P1866,Accessories,3,2461,,1830.218159463516,New,Card
INV3424,2025-01-18,S03,P8139,Shoes,1,2520,0.0,1719.0566576690387,Returning,Cash
INV3425,2025-09-29,S31,P6624,Clothing,3,2007,30.0,1301.0898507213974,Returning,Cash
INV3426,2024-08-03,S10,P6495,Clothing,3,1622,0.0,832.6650395809545,New,Cash
INV3427,2024-05-04,S44,P4307,Clothing,1,2430,,1695.1355669477912,Returning,Cash
INV3428,2024-04-20,S47,P6382,Shoes,3,723,0.0,364.38184188032153,,Digital
INV3429,2025-05-15,S03,P2396,Clothing,4,839,20.0,528.0321173768216,Returning,Cash
INV3430,2024-08-14,S45,P7550,Shoes,2,1869,0.0,1225.480400330976,Returning,Card
INV3431,2025-07-25,S16,P1542,Clothing,3,2874,0.0,1480.2362549318682,,Card
INV3432,2024-12-20,S49,P4915,Clothing,1,2370,,1777.2550733853961,Returning,Cash
INV3433,2024-11-11,S08,P1275,Accessories,1,1184,0.0,595.0927922364602,New,Cash
INV3434,2024-01-03,S09,P9524,Clothing,4,2147,10.0,1143.4996241649628,New,Cash
INV3435,2025-05-17,S14,P6577,Accessories,3,2153,20.0,1276.6947960999282,New,Cash
INV3436,2024-03-27,S33,P8868,Shoes,3,1047,10.0,614.5323986749204,Returning,Cash
INV3437,2025-09-28,S28,P5051,Shoes,1,1666,20.0,1278.1014493367704,Returning,Card
INV3438,2024-10-18,S43,P8118,Accessories,2,2138,0.0,1685.058427725214,,Card
INV3439,2025-04-15,S33,P9747,Shoes,1,1486,20.0,1090.1419288557836,Returning,Digital
INV3440,2024-10-08,S26,P8165,Accessories,2,2472,20.0,1799.337942541389,New,Card
INV3441,2025-09-02,S16,P1088,Accessories,1,2271,0.0,1384.0190352867526,New,Cash
INV3442,2025-04-23,S45,P4991,Clothing,2,2110,,1395.576343465232,Returning,Digital
INV3443,2025-08-31,S17,P7601,Shoes,2,1081,0.0,793.0062842919575,,Cash
INV3444,2024-09-22,S50,P4809,Shoes,4,1790,10.0,898.842825600119,Returning,Cash
INV3445,2024-11-18,S30,P1893,Shoes,1,1226,0.0,761.233416240841,Returning,Card
INV3446,2025-03-10,S26,P1240,Clothing,3,2262,,1703.3299354438934,,Card
INV3447,2024-12-08,S09,P6968,Shoes,1,2321,10.0,1771.4570440174464,New,Cash
INV3448,2024-11-12,S39,P4265,Shoes,3,1801,,1299.814229882465,New,Card
INV3449,2025-03-09,S39,P1209,Shoes,1,2569,10.0,1449.123775172836,Returning,Digital
INV3450,2025-02-12,S31,P7469,Accessories,1,2012,0.0,1591.1412748476118,New,Card
INV3451,2024-04-28,S21,P6848,Clothing,1,1587,0.0,914.0237967265392,Returning,Card
INV3452,2025-02-08,S07,P7586,Clothing,1,2728,0.0,1802.4772376651495,Returning,Digital
INV3453,2025-01-05,S49,P4250,Accessories,2,1803,0.0,1184.8716958147052,Returning,Cash
INV3454,2025-10-03,S28,P2256,Clothing,2,705,0.0,523.0390457832239,,Card
INV3455,2025-03-11,S14,P7892,Accessories,1,2077,10.0,1334.902335218889,New,Cash
INV3456,2025-02-26,S35,P5207,Shoes,2,2303,10.0,1535.7454704542772,New,Card
INV3457,2024-03-10,S13,P2941,Accessories,1,1291,10.0,821.3027645289175,New,Card
INV3458,2025-02-16,S18,P2655,Accessories,4,2978,30.0,1870.848704251249,New,Cash
INV3459,2025-04-29,S18,P3922,Shoes,3,2890,10.0,2189.408319066918,Returning,Card
INV3460,2025-02-14,S40,P2253,Clothing,1,2164,0.0,1291.191915676442,Returning,Card
INV3461,2025-01-18,S08,P7987,Accessories,1,1771,0.0,1118.9043934450156,Returning,Digital
INV3462,2024-12-12,S01,P4436,Shoes,3,2725,10.0,2103.806077685974,New,Digital
INV3463,2024-04-27,S13,P8730,Shoes,1,2231,10.0,1116.7468003167996,Returning,Card
INV3464,2025-07-29,S37,P7064,Shoes,2,2253,20.0,1392.6500589264606,New,Cash
INV3465,2025-05-04,S26,P7970,Clothing,3,2953,10.0,1656.6244346339902,Returning,Cash
INV3466,2024-03-10,S37,P1539,Accessories,3,589,0.0,447.4814997740758,New,Card
INV3467,2024-04-12,S09,P9522,Clothing,4,1432,0.0,1010.551298143859,Returning,Card
INV3468,2025-09-03,S26,P9784,Clothing,1,1772,0.0,1231.5718008268807,New,Card
INV3469,2025-05-28,S26,P7704,Shoes,3,1309,,972.2036838861623,New,Cash
INV3470,2025-11-14,S12,P1707,Shoes,3,910,20.0,717.9933698918891,New,Cash
INV3471,2024-06-07,S16,P8258,Clothing,1,695,0.0,428.6044298455667,New,Digital
INV3472,2025-02-26,S10,P3055,Shoes,4,1438,0.0,984.8540949353893,Returning,Card
INV3473,2024-01-08,S44,P4303,Shoes,3,1434,20.0,781.6039965889047,New,Cash
INV3474,2025-08-28,S17,P4204,Accessories,3,1503,20.0,1079.5252407185772,Returning,Card
INV3475,2025-04-19,S18,P1994,Clothing,4,991,20.0,607.4543278006705,New,Digital
INV3476,2025-06-07,S05,P4559,Clothing,4,2515,10.0,1891.4728802776694,Returning,Digital
INV3477,2025-03-02,S12,P1851,Accessories,1,1195,0.0,695.0961543182048,Returning,Cash
INV3478,2024-10-11,S34,P9945,Clothing,4,982,0.0,745.5647055862958,New,Card
INV3479,2024-03-31,S27,P4355,Accessories,4,1724,0.0,930.4277467414537,New,Card
INV3480,2024-09-02,S08,P8981,Accessories,2,1707,0.0,1172.5565945208323,New,Digital
INV3481,2024-04-27,S34,P7765,Clothing,3,1216,30.0,720.9545227837871,Returning,Card
INV3482,2025-06-30,S38,P9495,Clothing,1,603,0.0,316.34411198113463,New,Digital
INV3483,2024-02-15,S46,P5274,Clothing,3,1054,20.0,761.1581193717924,New,Card
INV3484,2024-02-18,S18,P9407,Accessories,3,559,20.0,327.76113596747985,New,Digital
INV3485,2025-09-02,S25,P7946,Shoes,2,2945,0.0,2014.197566378168,New,Card
INV3486,2024-08-09,S09,P4164,Shoes,4,918,,635.2844195146903,New,Digital
INV3487,2024-02-23,S30,P7977,Accessories,3,1985,10.0,1231.451229748692,Returning,Digital
INV3488,2025-07-19,S46,P1966,Accessories,1,742,20.0,397.68843600094914,,Cash
INV3489,2025-05-31,S12,P2475,Shoes,4,2746,,2005.7102709954725,,Digital
INV3490,2024-03-26,S25,P3699,Shoes,4,2295,20.0,1411.957390209443,New,Card
INV3491,2025-02-02,S30,P2171,Accessories,3,972,,665.8636058027549,Returning,Card
INV3492,2024-04-16,S30,P5628,Shoes,2,2735,0.0,1955.3516613304544,,Cash
INV3493,2025-11-05,S06,P2999,Accessories,3,1283,10.0,984.9989867941406,Returning,Cash
INV3494,2025-03-25,S40,P2431,Clothing,4,709,20.0,394.8094398761036,Returning,Cash
INV3495,2024-05-15,S39,P2146,Shoes,4,2270,0.0,1566.5788335024222,New,Digital
INV3496,2025-03-12,S39,P5624,Clothing,4,2640,0.0,1895.268193510723,New,Cash
INV3497,2025-11-18,S03,P5576,Clothing,4,2201,0.0,1542.6568331173476,Returning,Cash
INV3498,2024-04-04,S38,P1650,Clothing,3,2861,20.0,2030.4547672037852,New,Cash
INV3499,2024-07-27,S42,P1199,Shoes,1,2599,30.0,1777.992522500631,New,Digital
INV3500,2025-08-17,S06,P2675,Clothing,1,2907,10.0,1713.5660015838992,Returning,Cash
INV3501,2025-01-07,S18,P3825,Shoes,2,525,30.0,385.55549177066047,Returning,Digital
INV3502,2024-05-19,S47,P5471,Shoes,3,2439,20.0,1902.5618461676397,New,Digital
INV3503,2025-05-18,S37,P6297,Accessories,4,1616,30.0,1016.6709047864193,New,Card
INV3504,2024-04-09,S39,P2710,Accessories,2,2042,10.0,1265.73099156268,New,Card
INV3505,2025-11-05,S29,P6590,Shoes,2,1859,0.0,1301.1648729579595,New,Cash
INV3506,2025-01-19,S09,P3062,Clothing,3,2409,20.0,1415.4727787799673,,Cash
INV3507,2025-09-01,S49,P6370,Clothing,4,869,20.0,646.9752087385785,New,Card
INV3508,2025-10-08,S09,P4515,Accessories,2,2966,10.0,1620.7393442364462,New,Card
INV3509,2025-06-06,S05,P2286,Clothing,1,1476,,1104.0060010439915,Returning,Digital
INV3510,2025-03-14,S11,P8100,Shoes,4,2689,0.0,1777.4173243465214,Returning,Digital
INV3511,2024-03-23,S25,P9100,Shoes,2,1777,0.0,1260.8156732218097,Returning,Card
INV3512,2024-04-23,S11,P5340,Clothing,2,1583,0.0,927.6527595464239,New,Digital
INV3513,2025-05-25,S04,P6734,Shoes,1,2366,10.0,1467.7084850274375,New,Digital
INV3514,2025-12-05,S18,P3435,Shoes,4,1307,10.0,750.0109020554813,Returning,Cash
INV3515,2024-07-20,S02,P8733,Shoes,4,2259,0.0,1652.264352881262,,Card
INV3516,2024-06-30,S47,P5894,Shoes,2,922,,527.6329397860899,Returning,Cash
INV3517,2025-05-13,S24,P9417,Shoes,1,2613,0.0,1485.7964516535767,New,Card
INV3518,2024-11-19,S33,P1351,Clothing,1,2461,10.0,1447.8155366592373,Returning,Digital
INV3519,2024-09-24,S23,P5565,Clothing,2,2044,20.0,1627.1924426836508,New,Digital
INV3520,2024-05-28,S21,P9550,Accessories,3,2120,20.0,1525.1443512256476,New,Card
INV3521,2024-07-17,S28,P6713,Accessories,1,837,10.0,631.9196905711858,Returning,Digital
INV3522,2024-02-09,S08,P8947,Clothing,4,1410,20.0,1027.9026506426233,Returning,Cash
INV3523,2025-05-31,S45,P5018,Shoes,1,2088,0.0,1435.7598673335613,New,Cash
INV3524,2024-01-17,S23,P7965,Shoes,1,1122,20.0,770.4909677943966,New,Cash
INV3525,2024-08-29,S09,P6496,Shoes,2,2774,20.0,1772.4085758833928,Returning,Digital
INV3526,2024-03-12,S44,P9532,Shoes,1,2525,0.0,1877.7492441998845,New,Card
INV3527,2025-12-12,S40,P3484,Shoes,1,1241,10.0,882.1944930863823,,Cash
INV3528,2024-03-27,S25,P3960,Shoes,2,1031,10.0,528.9139236228889,Returning,Digital
INV3529,2024-10-17,S22,P3336,Accessories,2,1234,20.0,676.4627638724548,,Card
INV3530,2024-11-18,S46,P6915,Clothing,1,1924,0.0,1468.6253720964353,Returning,Cash
INV3531,2025-07-21,S16,P5830,Accessories,4,512,0.0,289.75845071237325,,Digital
INV3532,2024-12-04,S13,P4301,Clothing,2,2829,20.0,1920.7347180813665,Returning,Card
INV3533,2024-10-24,S45,P3257,Accessories,4,2976,30.0,1519.3309787079602,New,Card
INV3534,2025-02-18,S40,P2549,Accessories,1,2019,0.0,1191.8000597831042,,Digital
INV3535,2025-05-19,S09,P3186,Accessories,2,1761,0.0,1115.2931748280764,Returning,Digital
INV3536,2024-01-20,S16,P7105,Clothing,4,652,10.0,437.58851323540716,Returning,Digital
INV3537,2024-07-20,S39,P9024,Shoes,2,2648,0.0,1603.0050577981935,New,Card
INV3538,2024-01-14,S02,P6459,Clothing,4,1160,0.0,865.4695855746694,New,Card
INV3539,2025-12-27,S29,P8098,Accessories,2,2705,0.0,1928.4756113093626,Returning,Digital
INV3540,2024-09-03,S33,P9984,Clothing,4,2383,,1786.5554579724105,Returning,Cash
INV3541,2025-09-25,S16,P9337,Clothing,1,1448,30.0,1022.1964583777781,Returning,Card
INV3542,2024-06-20,S36,P1300,Accessories,1,1743,0.0,1008.927256552857,Returning,Card
INV3543,2024-03-03,S04,P3851,Clothing,4,905,10.0,540.1418493546352,Returning,Card
INV3544,2024-03-09,S06,P2012,Accessories,4,1350,0.0,945.9558699798141,New,Cash
INV3545,2024-06-09,S30,P5741,Shoes,1,2723,10.0,2043.0457589193481,Returning,Card
INV3546,2025-02-24,S42,P7277,Accessories,3,1906,0.0,1430.741158225527,New,Cash
INV3547,2025-10-26,S02,P8214,Shoes,1,2757,0.0,2009.4351925754197,Returning,Cash
INV3548,2024-11-01,S04,P8366,Clothing,1,2242,10.0,1616.1263668000167,Returning,Digital
INV3549,2025-12-20,S06,P7513,Shoes,4,2834,0.0,1785.4347097600958,Returning,Card
INV3550,2025-01-12,S23,P7542,Clothing,2,2614,0.0,1793.992569684377,Returning,Card
INV3551,2025-08-14,S39,P8190,Shoes,3,898,0.0,467.55526398938287,Returning,Card
INV3552,2025-06-30,S25,P4441,Clothing,3,1462,10.0,960.3925717310284,New,Digital
INV3553,2024-07-24,S48,P4538,Clothing,4,1898,0.0,1164.4513721173812,Returning,Card
INV3554,2025-08-13,S22,P4608,Clothing,1,1269,20.0,831.7310713794471,Returning,Digital
INV3555,2025-12-23,S43,P4899,Clothing,3,934,0.0,605.6620888994669,New,Card
INV3556,2024-04-06,S02,P6299,Clothing,4,1604,,918.4818156683458,New,Card
INV3557,2025-10-01,S37,P3209,Shoes,3,2163,0.0,1583.878789980374,New,Digital
INV3558,2024-02-29,S26,P6930,Shoes,4,2168,0.0,1114.9123085189792,New,Card
INV3559,2024-10-28,S04,P8151,Accessories,3,2942,20.0,2078.5461823017736,Returning,Digital
INV3560,2025-01-13,S06,P5366,Shoes,3,563,0.0,432.4152646690062,New,Card
INV3561,2024-04-03,S43,P8223,Accessories,4,2057,10.0,1138.9734872571885,Returning,Digital
INV3562,2025-04-21,S04,P6004,Shoes,1,2027,20.0,1561.71028625719,Returning,Digital
INV3563,2024-06-21,S29,P9698,Accessories,3,2648,30.0,1704.6286816619765,,Digital
INV3564,2025-04-26,S01,P3824,Clothing,3,1392,20.0,845.1117751888854,New,Card
INV3565,2025-02-22,S38,P6390,Shoes,2,681,0.0,535.5642575531568,New,Digital
INV3566,2025-12-18,S27,P7146,Clothing,4,739,0.0,513.2297545937066,New,Cash
INV3567,2025-07-06,S24,P8585,Clothing,1,2237,0.0,1536.8362371095081,,Cash
INV3568,2024-03-11,S37,P2938,Accessories,3,2010,0.0,1541.4568899659266,Returning,Card
INV3569,2024-05-24,S20,P7669,Clothing,2,2764,0.0,1907.3859248602157,Returning,Cash
INV3570,2024-08-11,S44,P9528,Shoes,3,983,10.0,613.1709143503583,New,Cash
INV3571,2025-04-13,S04,P7719,Clothing,4,1151,10.0,614.5420198246218,New,Cash
INV3572,2024-12-18,S15,P3042,Clothing,3,1630,0.0,934.4309715705192,New,Cash
INV3573,2025-11-12,S15,P6568,Accessories,2,2103,10.0,1562.8205399160609,,Cash
INV3574,2024-07-29,S16,P7060,Shoes,1,2413,0.0,1231.2473519324453,Returning,Digital
INV3575,2024-10-07,S16,P9231,Accessories,3,2124,,1567.5015843759763,New,Card
INV3576,2025-01-20,S21,P6107,Shoes,3,1278,30.0,892.8582300096067,New,Card
INV3577,2025-02-28,S14,P6909,Accessories,1,2698,0.0,1997.3215241385908,New,Cash
INV3578,2024-04-25,S08,P7215,Accessories,4,2860,0.0,1805.3823656302297,Returning,Cash
INV3579,2024-03-07,S18,P9214,Clothing,4,2210,20.0,1221.9730068336696,New,Digital
INV3580,2025-01-05,S28,P3628,Accessories,2,2249,0.0,1718.8417675300384,New,Card
INV3581,2024-04-18,S04,P2940,Shoes,4,2728,20.0,1657.7267967265657,Returning,Digital
INV3582,2025-10-23,S45,P8764,Accessories,1,1866,20.0,983.4992036002266,,Digital
INV3583,2024-08-22,S26,P1594,Clothing,2,2689,30.0,2029.7211557802045,New,Cash
INV3584,2024-12-21,S30,P7724,Shoes,4,948,20.0,630.8121639545884,New,Card
INV3585,2025-07-13,S38,P1934,Accessories,3,994,30.0,524.2446370855979,Returning,Cash
INV3586,2024-12-09,S18,P2429,Accessories,2,1166,0.0,820.3084971567994,Returning,Digital
INV3587,2024-10-25,S39,P3918,Clothing,2,2031,0.0,1372.8514887209903,New,Card
INV3588,2025-09-16,S15,P4516,Shoes,4,1614,10.0,1176.2601259731491,New,Digital
INV3589,2025-04-07,S09,P5078,Accessories,4,2319,0.0,1764.1505995327964,,Cash
INV3590,2025-10-13,S40,P8712,Shoes,3,1536,30.0,1092.7092275450736,New,Card
INV3591,2025-12-09,S41,P1953,Accessories,1,1542,30.0,825.8092833708354,Returning,Digital
INV3592,2024-05-09,S47,P1498,Accessories,3,2041,30.0,1211.800570907233,Returning,Card
INV3593,2025-02-27,S42,P9735,Accessories,4,1493,0.0,1145.9538493365567,New,Digital
INV3594,2024-07-09,S08,P2635,Accessories,1,1497,20.0,1015.1032608550511,Returning,Digital
INV3595,2025-11-15,S35,P3469,Shoes,2,2368,10.0,1326.5922116403572,Returning,Digital
INV3596,2024-08-10,S26,P4036,Shoes,2,2792,30.0,1434.071978438346,Returning,Digital
INV3597,2024-03-11,S13,P4996,Clothing,3,1074,0.0,739.9554954436376,Returning,Card
INV3598,2025-06-08,S32,P8653,Accessories,2,2963,0.0,2229.0015268419793,Returning,Digital
INV3599,2025-04-12,S43,P4871,Shoes,4,2636,10.0,1780.6190310573734,New,Cash
INV3600,2025-11-20,S11,P5244,Clothing,4,2720,10.0,1970.5419314875382,Returning,Cash
INV3601,2025-02-15,S02,P5916,Shoes,3,1966,10.0,1238.368182333083,Returning,Digital
INV3602,2024-04-06,S08,P4269,Clothing,1,1198,10.0,776.2554234837698,,Cash
INV3603,2025-08-20,S38,P3737,Clothing,1,2369,0.0,1563.6901567474708,New,Cash
INV3604,2025-11-23,S46,P8868,Shoes,4,1863,20.0,1482.5817429434132,New,Digital
INV3605,2025-09-29,S39,P4757,Clothing,3,2538,20.0,1389.0624461873292,New,Card
INV3606,2025-05-30,S42,P7192,Shoes,4,812,0.0,415.06655386140295,New,Cash
INV3607,2024-06-30,S37,P2981,Clothing,1,1014,10.0,573.3708612573041,New,Digital
INV3608,2024-10-04,S01,P1575,Accessories,2,2470,10.0,1949.5466311568682,New,Digital
INV3609,2024-11-03,S16,P5816,Accessories,1,1059,,759.2377924981066,Returning,Card
INV3610,2025-12-17,S14,P4214,Accessories,4,2782,0.0,1571.6358612602094,Returning,Cash
INV3611,2024-04-15,S38,P4604,Accessories,4,1106,0.0,589.3932274285146,Returning,Card
INV3612,2024-02-22,S26,P3401,Shoes,1,2646,0.0,1612.348604987076,New,Cash
INV3613,2024-09-20,S07,P6645,Accessories,3,535,10.0,333.45421072258165,,Cash
INV3614,2024-11-20,S23,P9705,Accessories,3,2198,0.0,1747.5825619636971,,Digital
INV3615,2024-10-26,S38,P4776,Shoes,3,2378,0.0,1617.42490185203,Returning,Digital
INV3616,2024-11-30,S35,P4990,Clothing,3,2649,0.0,2061.634080279109,New,Digital
INV3617,2024-01-19,S11,P7850,Shoes,1,691,10.0,429.33699777294567,New,Card
INV3618,2024-08-08,S11,P4228,Accessories,3,2565,0.0,1568.123584406332,New,Cash
INV3619,2024-11-22,S21,P2882,Accessories,3,1775,20.0,1257.06401570393,New,Digital
INV3620,2024-01-24,S49,P9364,Shoes,1,1104,0.0,810.8526051011222,Returning,Cash
INV3621,2025-08-30,S10,P2807,Clothing,4,783,0.0,556.3340120203031,,Card
INV3622,2024-03-27,S38,P6364,Accessories,1,1900,0.0,1079.171491656905,Returning,Digital
INV3623,2024-04-07,S24,P9380,Accessories,1,1778,0.0,1316.8945361285028,Returning,Card
INV3624,2024-02-16,S34,P1633,Shoes,2,2551,0.0,1747.3864710255007,,Card
INV3625,2025-04-10,S16,P1098,Accessories,2,1049,,627.3414253613595,New,Cash
INV3626,2025-02-20,S35,P1130,Accessories,1,2778,20.0,1678.2746429663882,New,Card
INV3627,2025-01-06,S27,P7233,Accessories,4,1192,20.0,880.5993000018782,New,Cash
INV3628,2024-03-27,S25,P1831,Shoes,3,703,0.0,408.3023008934328,Returning,Card
INV3629,2025-10-05,S18,P4071,Accessories,2,1898,20.0,1231.798777192332,Returning,Cash
INV3630,2024-09-15,S49,P4925,Clothing,3,1465,0.0,987.5428300742534,New,Digital
INV3631,2025-01-07,S07,P2899,Shoes,3,2535,0.0,1430.556556238406,Returning,Digital
INV3632,2024-08-15,S21,P2901,Accessories,4,1275,10.0,719.6101480043537,New,Digital
INV3633,2025-01-10,S32,P3516,Shoes,4,533,30.0,335.40558665475555,Returning,Digital
INV3634,2025-10-18,S18,P8422,Clothing,2,626,10.0,437.8690097416975,New,Card
INV3635,2025-07-07,S33,P6331,Accessories,3,824,30.0,603.7313629065844,Returning,Cash
INV3636,2025-11-14,S24,P6797,Clothing,2,1921,10.0,1405.5470611558167,Returning,Digital
INV3637,2024-09-30,S05,P5394,Shoes,3,2599,10.0,1614.3393817016524,Returning,Cash
INV3638,2025-07-13,S44,P2341,Shoes,4,2212,0.0,1311.4302448407313,Returning,Cash
INV3639,2025-01-14,S35,P4047,Accessories,3,1749,,1278.5972394312616,New,Digital
INV3640,2025-12-02,S05,P4222,Clothing,1,585,,318.8201889422107,Returning,Card
INV3641,2024-04-07,S16,P9232,Clothing,4,2451,0.0,1230.7377316154634,New,Cash
INV3642,2025-02-01,S10,P2324,Clothing,2,1847,,1467.3702196341512,New,Card
INV3643,2025-10-26,S29,P1725,Shoes,1,2904,0.0,1695.5557219043312,Returning,Card
INV3644,2024-07-28,S30,P2723,Shoes,2,769,0.0,444.1367219154452,New,Digital
INV3645,2025-09-09,S18,P7969,Accessories,2,2904,0.0,1945.4635156482398,New,Card
INV3646,2024-02-13,S47,P4770,Accessories,2,577,0.0,305.75082716924766,Returning,Card
INV3647,2025-04-06,S03,P6341,Clothing,1,2814,20.0,2167.6506323600565,Returning,Card
INV3648,2025-05-21,S20,P8940,Clothing,3,1290,20.0,1028.8979827643877,,Digital
INV3649,2025-12-17,S30,P8704,Accessories,2,529,,296.4636240930352,Returning,Digital
INV3650,2025-12-09,S19,P6479,Accessories,2,1708,0.0,1327.0930832326494,Returning,Digital
INV3651,2025-08-22,S24,P5810,Shoes,3,522,0.0,411.94331565712463,Returning,Card
INV3652,2025-10-11,S03,P5768,Accessories,1,1558,20.0,1115.4303914105683,New,Cash
INV3653,2025-04-05,S50,P8403,Shoes,4,2152,10.0,1241.425325584186,New,Card
INV3654,2025-07-12,S24,P8094,Clothing,3,2848,0.0,1712.9061993279076,New,Cash
INV3655,2025-04-28,S30,P2587,Shoes,4,814,0.0,437.7107024059076,Returning,Digital
INV3656,2025-01-27,S48,P5324,Clothing,3,2862,10.0,2008.5232435575833,Returning,Card
INV3657,2025-03-04,S44,P3144,Shoes,1,1782,0.0,1206.9026644041405,Returning,Cash
INV3658,2025-01-18,S22,P5903,Shoes,2,2624,0.0,1876.659673773289,Returning,Cash
INV3659,2025-06-23,S16,P3986,Accessories,4,2603,0.0,1328.6296343775507,Returning,Cash
INV3660,2024-10-18,S12,P4482,Accessories,2,1622,0.0,913.0209640892467,New,Digital
INV3661,2025-11-14,S48,P5137,Shoes,1,2798,10.0,1832.2972549108188,New,Card
INV3662,2025-07-15,S27,P3861,Clothing,4,1876,10.0,1074.7966596609429,New,Cash
INV3663,2025-07-19,S22,P8605,Clothing,4,2743,0.0,1543.7280836390682,Returning,Card
INV3664,2025-11-08,S06,P4136,Clothing,3,2404,0.0,1260.7703615091814,Returning,Digital
